class,sigmoid_output,softmax_output
0,[0.9116947  0.11897641],[0.98708874 0.0129112 ]
0,[0.9854336  0.01494487],[9.9977583e-01 2.2421275e-04]
0,[0.95425177 0.02669074],[0.9986871  0.00131296]
0,[0.977675   0.02147591],[9.994991e-01 5.009104e-04]
0,[0.99165326 0.01029605],[9.999124e-01 8.755550e-05]
0,[0.76884663 0.18068302],[0.9378207  0.06217928]
0,[0.9632156  0.06081063],[0.99753344 0.00246657]
0,[0.991895   0.00699509],[9.999424e-01 5.755755e-05]
0,[0.9501701 0.0393   ],[0.9978593  0.00214074]
0,[0.98846555 0.01022334],[9.99879479e-01 1.20514305e-04]
0,[0.87395954 0.19719145],[0.9657882  0.03421184]
0,[0.99116254 0.00424408],[9.9996197e-01 3.8001137e-05]
0,[0.9833143  0.01254326],[9.9978453e-01 2.1550224e-04]
0,[0.82488203 0.20260836],[0.94881904 0.05118092]
0,[0.9655478  0.03832705],[0.99858    0.00142005]
0,[0.9906867  0.00314151],[9.999703e-01 2.962510e-05]
0,[0.99175745 0.0060573 ],[9.9994934e-01 5.0646551e-05]
0,[0.9472381 0.0463742],[0.99729866 0.00270138]
0,[0.9671085  0.02872554],[0.9989951  0.00100484]
0,[0.9932922  0.01157851],[9.9992085e-01 7.9099780e-05]
0,[0.97939134 0.01903776],[9.9959177e-01 4.0820808e-04]
0,[0.98053783 0.02155183],[9.9956304e-01 4.3700167e-04]
0,[0.9887553  0.00718031],[9.9991775e-01 8.2242819e-05]
0,[0.8932636  0.06346758],[0.9919674  0.00803266]
0,[0.99321544 0.00761686],[9.9994755e-01 5.2426560e-05]
0,[0.9929255  0.00674349],[9.999516e-01 4.837036e-05]
0,[0.9616248  0.07235974],[0.99689674 0.00310322]
0,[0.9901771  0.00445416],[9.9995565e-01 4.4382705e-05]
0,[0.96592027 0.02431368],[9.9912161e-01 8.7844284e-04]
0,[0.9850369  0.00573614],[9.999124e-01 8.762909e-05]
0,[0.97828805 0.01627797],[9.9963284e-01 3.6711412e-04]
0,[0.87743694 0.12189066],[0.98097926 0.01902065]
0,[0.99795425 0.00191478],[9.9999607e-01 3.9326028e-06]
0,[0.9333876  0.05110425],[0.9961712  0.00382883]
0,[0.96318847 0.04567828],[0.9981741  0.00182597]
0,[0.98020315 0.02236024],[9.995383e-01 4.617174e-04]
0,[0.9845211 0.0201309],[9.9967706e-01 3.2290068e-04]
0,[0.98778194 0.00826259],[9.9989700e-01 1.0304236e-04]
0,[0.9943526  0.00727921],[9.999584e-01 4.164346e-05]
0,[0.9791308  0.01627316],[9.996475e-01 3.524589e-04]
0,[0.954028   0.02394331],[0.9988193  0.00118067]
0,[0.98517853 0.01863837],[9.997143e-01 2.856489e-04]
0,[0.9761174  0.01531915],[9.9961948e-01 3.8049926e-04]
0,[0.8958316  0.11533033],[0.98506737 0.0149327 ]
0,[0.9728167  0.02763072],[9.9920660e-01 7.9339143e-04]
0,[0.9734437  0.02398078],[9.9933016e-01 6.6983956e-04]
0,[0.99583036 0.00317743],[9.9998665e-01 1.3346320e-05]
0,[0.97729665 0.04399194],[0.9989322  0.00106785]
0,[0.9828172  0.02002813],[9.9964285e-01 3.5718578e-04]
0,[0.97298276 0.01236151],[9.996526e-01 3.474228e-04]
0,[0.98431313 0.03669832],[9.993932e-01 6.067672e-04]
0,[0.96391666 0.02091239],[9.992011e-01 7.989191e-04]
0,[0.93106544 0.05748015],[0.99550503 0.00449498]
0,[0.98659337 0.00891058],[9.9987781e-01 1.2215746e-04]
0,[0.9649984  0.03446844],[0.9987068  0.00129316]
0,[0.95950896 0.0418551 ],[0.99815995 0.00184004]
0,[0.99188566 0.00650572],[9.9994648e-01 5.3566826e-05]
0,[0.59004223 0.48191813],[0.60742444 0.39257556]
0,[0.964618   0.02494547],[9.990625e-01 9.375227e-04]
0,[0.99061465 0.01347582],[9.9987054e-01 1.2940100e-04]
0,[0.92799795 0.12146597],[0.98938644 0.01061352]
0,[0.9178589  0.13294168],[0.9864644  0.01353564]
0,[0.9373121  0.03312224],[0.99771416 0.00228588]
0,[0.87994987 0.12271306],[0.98127407 0.01872596]
0,[0.9690664  0.03039915],[0.99900025 0.0009998 ]
0,[0.9780075  0.02657853],[9.993863e-01 6.136134e-04]
0,[0.7524017  0.27503464],[0.8890121  0.11098789]
0,[0.9614511  0.04820807],[0.9979734  0.00202667]
0,[0.98134845 0.02206511],[9.995714e-01 4.286473e-04]
0,[0.9857233  0.01221142],[9.998210e-01 1.790184e-04]
0,[0.9818693  0.02397376],[9.9954659e-01 4.5335572e-04]
0,[0.9825434  0.03002918],[9.9945027e-01 5.4973381e-04]
0,[0.9697731  0.02036181],[9.993525e-01 6.474297e-04]
0,[0.9196755  0.08173195],[0.9922861  0.00771387]
0,[0.9459097  0.04159805],[0.9975242  0.00247582]
0,[0.8442859  0.11815351],[0.9758848  0.02411517]
0,[0.98509914 0.02847816],[9.9955684e-01 4.4319776e-04]
0,[0.90300155 0.08755264],[0.98979795 0.01020198]
0,[0.98896796 0.02058821],[9.9976557e-01 2.3443671e-04]
0,[0.99469274 0.00541921],[9.9997091e-01 2.9071378e-05]
0,[0.9806866  0.02090374],[9.9957973e-01 4.2028484e-04]
0,[0.97838336 0.01946373],[9.9956161e-01 4.3838166e-04]
0,[0.99390066 0.01023568],[9.999366e-01 6.345917e-05]
0,[0.9910692  0.00744317],[9.999324e-01 6.757084e-05]
0,[0.9929535  0.00969411],[9.9993050e-01 6.9463254e-05]
0,[0.987917   0.01024016],[9.9987352e-01 1.2652416e-04]
0,[0.9512864  0.04525996],[0.9975783  0.00242167]
0,[0.984591   0.03009643],[9.995146e-01 4.853954e-04]
0,[0.9584612  0.04573713],[0.99792707 0.0020729 ]
0,[0.9903212  0.00410837],[9.999597e-01 4.031665e-05]
0,[0.99570787 0.00400125],[9.9998271e-01 1.7316592e-05]
0,[0.9674759  0.02768907],[9.990435e-01 9.564283e-04]
0,[0.99642247 0.00226935],[9.999918e-01 8.166189e-06]
0,[0.9690071  0.05814279],[0.9980294  0.00197056]
0,[0.9627502  0.02780355],[0.99889475 0.00110529]
0,[0.9848216  0.04127369],[9.9933690e-01 6.6307205e-04]
0,[0.94495046 0.0642326 ],[0.99601704 0.0039829 ]
0,[0.98430413 0.02282199],[9.9962771e-01 3.7228403e-04]
0,[0.97196746 0.04061424],[0.99878055 0.00121945]
0,[0.95529264 0.05156187],[0.99746215 0.00253781]
0,[0.94995207 0.08919966],[0.9948667  0.00513321]
0,[0.9906123  0.00772404],[9.999262e-01 7.376214e-05]
0,[0.9837196  0.02018079],[9.9965930e-01 3.4075213e-04]
0,[0.96966404 0.04521943],[0.99852055 0.0014795 ]
0,[0.98361266 0.01440121],[9.9975663e-01 2.4337623e-04]
0,[0.7509525  0.51477945],[0.73972964 0.26027042]
0,[0.99729854 0.0031045 ],[9.9999154e-01 8.4356843e-06]
0,[0.97736007 0.03212858],[9.9923170e-01 7.6835376e-04]
0,[0.9574927  0.03179865],[0.9985441  0.00145592]
0,[0.98368037 0.01465578],[9.9975330e-01 2.4669952e-04]
0,[0.9939626  0.00561411],[9.9996567e-01 3.4291570e-05]
0,[0.9818632  0.01121281],[9.9979061e-01 2.0942572e-04]
0,[0.99033785 0.00940975],[9.9990737e-01 9.2669114e-05]
0,[0.9285171 0.1169849],[0.98990357 0.01009641]
0,[0.97830814 0.01318742],[9.9970371e-01 2.9622216e-04]
0,[0.9624348 0.0302232],[0.9987851  0.00121494]
0,[0.9802337  0.02544423],[9.9947387e-01 5.2619691e-04]
0,[0.9317634  0.04884216],[0.9962535  0.00374648]
0,[0.992757   0.00163817],[9.9998808e-01 1.1971365e-05]
0,[0.9792656  0.00979416],[9.9979061e-01 2.0938397e-04]
0,[0.99549013 0.00543851],[9.9997520e-01 2.4771947e-05]
0,[0.99289364 0.0063738 ],[9.999541e-01 4.590907e-05]
0,[0.9863382  0.01236249],[9.9982673e-01 1.7334602e-04]
0,[0.9595677  0.03843819],[0.99831843 0.00168154]
0,[0.9671931  0.02364616],[9.9917918e-01 8.2082173e-04]
0,[0.9732098  0.03662208],[0.99895465 0.00104535]
0,[0.9136288  0.09566386],[0.99009866 0.00990138]
0,[0.9803206  0.01367305],[9.9972183e-01 2.7820782e-04]
0,[0.98224306 0.01017392],[9.9981421e-01 1.8578005e-04]
0,[0.9920021  0.01122833],[9.9990845e-01 9.1546877e-05]
0,[0.95582795 0.07325023],[0.9963606  0.00363941]
0,[0.9896402  0.00589024],[9.999380e-01 6.202216e-05]
0,[0.9951508  0.00358448],[9.9998248e-01 1.7528902e-05]
0,[0.9928867  0.00288948],[9.9997926e-01 2.0760328e-05]
0,[0.97034264 0.03293452],[0.99896014 0.0010398 ]
0,[0.9973284  0.00108738],[9.9999714e-01 2.9160453e-06]
0,[0.97586584 0.02118029],[9.9946517e-01 5.3485960e-04]
0,[0.99074614 0.00718593],[9.999324e-01 6.759998e-05]
0,[0.9774345 0.0196993],[9.995363e-01 4.637115e-04]
0,[0.9916332  0.00610938],[9.9994814e-01 5.1861582e-05]
0,[0.9582592  0.05734618],[0.9973571 0.0026429]
0,[0.9481454  0.05138887],[0.99704605 0.00295399]
0,[0.9879871  0.01694812],[9.9979049e-01 2.0958115e-04]
0,[0.9936144  0.00756356],[9.9995100e-01 4.8976686e-05]
0,[0.9853635  0.02159926],[9.9967217e-01 3.2780986e-04]
0,[0.9703288  0.01570756],[9.995123e-01 4.877402e-04]
0,[0.8717196  0.12692112],[0.97905546 0.02094457]
0,[0.9961584  0.00109585],[9.999958e-01 4.230649e-06]
0,[0.91853017 0.09330377],[0.9909553  0.00904471]
0,[0.9876436 0.0205115],[9.9973804e-01 2.6192624e-04]
0,[0.98956597 0.00711917],[9.999244e-01 7.559725e-05]
0,[0.9597662  0.08411115],[0.99616504 0.00383502]
0,[0.9651114  0.01816834],[9.9933159e-01 6.6848827e-04]
0,[0.53594685 0.53058726],[0.50538325 0.49461672]
0,[0.93400884 0.09352541],[0.9927631  0.00723692]
0,[0.43183285 0.493313  ],[0.43840748 0.56159246]
0,[0.9974432  0.00245134],[9.9999368e-01 6.2991703e-06]
0,[0.9753562  0.02366638],[9.9938786e-01 6.1208475e-04]
0,[0.9864863  0.00968878],[9.9986601e-01 1.3400498e-04]
0,[0.7853576  0.23236622],[0.92359066 0.07640933]
0,[0.9715697  0.02081694],[9.993782e-01 6.217135e-04]
0,[9.9865735e-01 7.0524024e-04],[9.9999905e-01 9.4881267e-07]
0,[0.96662325 0.02658502],[9.9905783e-01 9.4214326e-04]
0,[0.99563944 0.0035399 ],[9.9998438e-01 1.5558267e-05]
0,[0.9602465  0.01860491],[9.9921572e-01 7.8421633e-04]
0,[0.99401677 0.01006783],[9.9993873e-01 6.1212704e-05]
0,[0.9846193  0.01623104],[9.997423e-01 2.576610e-04]
0,[0.9873166  0.01037716],[9.9986529e-01 1.3468842e-04]
0,[0.9844811  0.02122591],[9.9965823e-01 3.4173357e-04]
0,[0.9969717  0.00366522],[9.9998879e-01 1.1173583e-05]
0,[0.93695724 0.08306111],[0.99394196 0.00605807]
0,[0.21307488 0.8531397 ],[0.04453466 0.9554653 ]
0,[0.99089843 0.00574861],[9.9994683e-01 5.3104948e-05]
0,[0.9986028  0.00239821],[9.9999666e-01 3.3635235e-06]
0,[0.98203665 0.01719168],[9.9968016e-01 3.1986766e-04]
0,[0.9882109  0.01095097],[9.9986792e-01 1.3207183e-04]
0,[0.9406177  0.03686291],[0.9975896  0.00241045]
0,[0.98005235 0.03435462],[9.9927646e-01 7.2359416e-04]
0,[0.9928307  0.00745986],[9.9994576e-01 5.4269956e-05]
0,[0.98592144 0.03006357],[9.9955755e-01 4.4240587e-04]
0,[0.9864225  0.01234288],[9.9982798e-01 1.7198609e-04]
0,[0.982467   0.01917506],[9.996512e-01 3.487628e-04]
0,[0.99738616 0.00348282],[9.999908e-01 9.159428e-06]
0,[0.94359875 0.07396292],[0.9952486  0.00475137]
0,[0.9703569  0.02628824],[9.9917585e-01 8.2407403e-04]
0,[0.8472049  0.09670757],[0.98105705 0.01894293]
0,[0.9512909  0.07696506],[0.9957487 0.0042513]
0,[0.8164009  0.19282773],[0.94901484 0.05098511]
0,[0.495409  0.5381827],[0.45725635 0.5427437 ]
0,[0.9930521  0.00940141],[9.999336e-01 6.639702e-05]
0,[0.9827619  0.01881501],[9.9966371e-01 3.3624037e-04]
0,[0.98360044 0.01515386],[9.9974352e-01 2.5648135e-04]
0,[0.9961345  0.00247889],[9.9999034e-01 9.6430549e-06]
0,[0.8323374  0.18606979],[0.9559776  0.04402237]
0,[0.98966366 0.03415181],[9.996308e-01 3.691690e-04]
0,[0.99643207 0.00397101],[9.9998569e-01 1.4275493e-05]
0,[0.98662215 0.01442974],[9.998016e-01 1.984813e-04]
0,[0.8803722  0.22067043],[0.9629497  0.03705035]
0,[0.9939903  0.00465087],[9.9997175e-01 2.8249749e-05]
0,[0.99354666 0.01161403],[9.999237e-01 7.631650e-05]
0,[0.97297984 0.0186705 ],[9.9947196e-01 5.2807562e-04]
0,[0.9792777  0.02718739],[9.9940896e-01 5.9103849e-04]
0,[0.9947153  0.00480776],[9.9997437e-01 2.5665449e-05]
0,[0.9972343  0.00491327],[9.9998629e-01 1.3693731e-05]
0,[0.96057135 0.04315204],[0.9981522  0.00184773]
0,[0.9952289 0.0062593],[9.9996984e-01 3.0194871e-05]
0,[0.98506945 0.02003678],[9.9969018e-01 3.0980783e-04]
0,[0.9792932  0.03468263],[9.992409e-01 7.591220e-04]
0,[0.48059848 0.53350055],[0.4472351  0.55276483]
0,[0.9983041  0.00167089],[9.9999714e-01 2.8430511e-06]
0,[0.9609264  0.05206001],[0.9977718  0.00222817]
0,[0.993763   0.00714094],[9.9995482e-01 4.5137473e-05]
0,[0.9867432  0.00670718],[9.9990928e-01 9.0710484e-05]
0,[0.8822896  0.07657811],[0.9890571  0.01094283]
0,[0.9767858  0.01764751],[9.9957329e-01 4.2676137e-04]
0,[0.65557224 0.3429516 ],[0.7847884  0.21521157]
0,[0.959934   0.03795311],[0.99835604 0.00164389]
0,[0.8741022 0.0983962],[0.9845244  0.01547553]
0,[0.97011447 0.01876248],[9.9941134e-01 5.8870501e-04]
0,[0.9936685  0.00638046],[9.999591e-01 4.091498e-05]
0,[0.85874563 0.17992891],[0.9651671  0.03483288]
0,[0.9484044  0.03897237],[0.9977986  0.00220132]
0,[0.94583064 0.04421216],[0.9973578  0.00264223]
0,[0.98319983 0.01304005],[9.997743e-01 2.257112e-04]
0,[0.96052676 0.03253848],[0.9986198  0.00138025]
0,[0.9704424  0.01962985],[9.9939048e-01 6.0948206e-04]
0,[0.9313165  0.10709145],[0.99123245 0.00876755]
0,[0.96858245 0.0181686 ],[9.9940014e-01 5.9987389e-04]
0,[0.9308591  0.07033808],[0.99441165 0.00558834]
0,[0.5751544 0.5386918],[0.5368917 0.4631083]
0,[0.9349716  0.11063217],[0.9914225  0.00857755]
0,[0.9435361  0.04423247],[0.99723816 0.00276185]
0,[0.9610494  0.03081538],[0.998713   0.00128698]
0,[0.9924988  0.00505601],[9.999616e-01 3.840546e-05]
0,[0.9934936  0.00881281],[9.9994183e-01 5.8224603e-05]
0,[0.9954727  0.00473915],[9.9997830e-01 2.1655083e-05]
0,[0.9959442 0.0036059],[9.999852e-01 1.473728e-05]
0,[0.8942835  0.18408275],[0.97402215 0.02597787]
0,[0.989578   0.01308083],[9.9986041e-01 1.3957072e-04]
0,[0.98244905 0.02422024],[9.9955672e-01 4.4322436e-04]
0,[0.95033973 0.06027942],[0.9966593  0.00334078]
0,[0.8901646  0.09718388],[0.98689204 0.013108  ]
0,[0.96237004 0.04251584],[0.9982667  0.00173324]
0,[0.9795814  0.01606258],[9.996599e-01 3.401630e-04]
0,[0.9832424  0.01799429],[9.9968779e-01 3.1220273e-04]
0,[0.9973865  0.00240652],[9.9999368e-01 6.3210755e-06]
0,[0.9111269  0.09849121],[0.98945576 0.01054424]
0,[0.9105448  0.11389813],[0.9875294 0.0124706]
0,[0.9841159  0.02339515],[9.9961358e-01 3.8650515e-04]
0,[0.81641215 0.20804459],[0.9442218  0.05577816]
0,[0.9971205  0.00145855],[9.999958e-01 4.218124e-06]
0,[0.9398333  0.04757446],[0.9968124  0.00318759]
0,[0.9978362  0.00240634],[9.9999475e-01 5.2309247e-06]
0,[0.9893199  0.00771117],[9.999161e-01 8.388461e-05]
0,[0.8117958  0.23931535],[0.9320211  0.06797891]
0,[0.9837678  0.01037924],[9.9982697e-01 1.7302333e-04]
0,[0.9829354  0.01791678],[9.996834e-01 3.166246e-04]
0,[0.99166447 0.01118381],[9.9990499e-01 9.5059826e-05]
0,[0.89737916 0.18877167],[0.97407925 0.02592076]
0,[0.91249704 0.08936502],[0.99067724 0.00932281]
0,[0.9882953 0.0164618],[9.9980181e-01 1.9818665e-04]
0,[0.9807478  0.01985721],[9.9960250e-01 3.9753868e-04]
0,[0.93371236 0.08946694],[0.9930727  0.00692735]
0,[0.8145852  0.17811093],[0.9529918  0.04700828]
0,[0.9185454  0.09533724],[0.99074125 0.00925872]
0,[0.99687105 0.00388841],[9.9998772e-01 1.2252181e-05]
0,[0.9602561  0.03917202],[0.99831545 0.00168454]
0,[0.8092744  0.14387022],[0.9619042  0.03809573]
0,[0.9682617  0.02679819],[9.9909818e-01 9.0178003e-04]
0,[0.97558326 0.02905711],[9.9925154e-01 7.4844115e-04]
0,[0.9767594  0.01609791],[9.9961084e-01 3.8914301e-04]
0,[0.99460346 0.00666994],[9.999635e-01 3.643181e-05]
0,[0.98169553 0.01669507],[9.996835e-01 3.164776e-04]
0,[0.9978484  0.00330564],[9.9999285e-01 7.1514219e-06]
0,[0.96797895 0.04110619],[0.9985839  0.00141609]
0,[0.9831071  0.02076381],[9.996358e-01 3.642208e-04]
0,[0.9635248  0.06487484],[0.99738055 0.0026194 ]
0,[0.98304594 0.03024187],[9.994624e-01 5.375402e-04]
0,[0.9841309  0.03344084],[9.994424e-01 5.575776e-04]
0,[0.9932981 0.0091148],[9.999379e-01 6.206102e-05]
0,[0.99078333 0.02135584],[9.9979705e-01 2.0295425e-04]
0,[0.9763308  0.03301298],[9.991730e-01 8.269728e-04]
0,[0.9661271  0.03698983],[0.9986551  0.00134489]
0,[0.9586112  0.02441662],[0.99892056 0.00107943]
0,[0.9854409  0.01900219],[9.9971384e-01 2.8609805e-04]
0,[0.9866427  0.01240911],[9.9982989e-01 1.7007758e-04]
0,[0.8930125  0.08841848],[0.98851305 0.01148697]
0,[0.99558336 0.00378977],[9.9998307e-01 1.6876225e-05]
0,[0.94156504 0.08055715],[0.9945919  0.00540812]
0,[0.97659874 0.02265927],[9.994448e-01 5.552426e-04]
0,[0.9905285  0.00982128],[9.999051e-01 9.483320e-05]
0,[0.98291576 0.01307301],[9.9976987e-01 2.3018081e-04]
0,[0.9916403  0.01170671],[9.9990010e-01 9.9847726e-05]
0,[0.99474466 0.00759997],[9.999596e-01 4.045777e-05]
0,[0.98668915 0.00783745],[9.99893427e-01 1.06554886e-04]
0,[0.9846342  0.01138824],[9.998203e-01 1.797342e-04]
0,[0.97913134 0.024212  ],[9.9947149e-01 5.2856555e-04]
0,[0.9976277  0.00273751],[9.9999344e-01 6.5275694e-06]
0,[0.99111617 0.01430316],[9.9986994e-01 1.3004919e-04]
0,[0.99097264 0.01575462],[9.9985421e-01 1.4579485e-04]
0,[0.96490896 0.01678871],[9.993794e-01 6.205976e-04]
0,[0.9435366 0.0342477],[0.9978823  0.00211765]
0,[0.9769469  0.02957627],[9.9928135e-01 7.1866880e-04]
0,[0.98475534 0.01761822],[9.9972242e-01 2.7755636e-04]
0,[0.9946338  0.01130898],[9.9993825e-01 6.1707826e-05]
0,[0.98829657 0.0163554 ],[9.9980313e-01 1.9686321e-04]
0,[0.9441084  0.02749653],[0.998329   0.00167103]
0,[0.92425394 0.04377027],[0.9962627  0.00373731]
0,[0.9797477  0.01884597],[9.9960309e-01 3.9688856e-04]
0,[0.94822747 0.03674999],[0.9979213  0.00207875]
0,[0.97550267 0.01830533],[9.9953198e-01 4.6804492e-04]
0,[0.9958984  0.00822923],[9.9996579e-01 3.4171175e-05]
0,[0.9732308  0.01661545],[9.9953556e-01 4.6452155e-04]
0,[0.97221166 0.02606041],[9.9923575e-01 7.6422095e-04]
0,[0.9653377  0.03724981],[0.99861264 0.00138735]
0,[0.9542241  0.04410077],[0.99779165 0.00220831]
0,[0.62467873 0.31566066],[0.78300107 0.21699901]
0,[0.9287303 0.059358 ],[0.99518085 0.00481916]
0,[0.8842321  0.10632533],[0.98466206 0.01533792]
0,[0.99404514 0.00325886],[9.9998045e-01 1.9585823e-05]
0,[0.9943587  0.00552222],[9.999685e-01 3.150182e-05]
0,[0.97564214 0.01504521],[9.9961877e-01 3.8121085e-04]
0,[0.97191566 0.02326369],[9.993123e-01 6.877617e-04]
0,[0.9891712 0.0131602],[9.9985397e-01 1.4596873e-04]
0,[0.9121055  0.10801014],[0.9884659  0.01153407]
0,[0.30637252 0.6719903 ],[0.17736043 0.8226396 ]
0,[0.94294125 0.04330598],[0.99726844 0.00273165]
0,[0.9453674  0.10223663],[0.99346197 0.00653803]
0,[0.9836802  0.01599064],[9.997304e-01 2.695321e-04]
0,[0.9034881  0.13724902],[0.98329043 0.01670951]
0,[0.8785239  0.04194891],[0.993982   0.00601794]
0,[0.9708557  0.02644355],[9.9918526e-01 8.1471162e-04]
0,[0.99549437 0.00315022],[9.9998569e-01 1.4302803e-05]
0,[0.9738186  0.01795231],[9.9950874e-01 4.9123511e-04]
0,[0.97631514 0.05346771],[0.99863154 0.00136849]
0,[0.9968053  0.00168699],[9.9999464e-01 5.4158727e-06]
0,[0.99260217 0.0046369 ],[9.9996531e-01 3.4718218e-05]
0,[0.9858041  0.02241725],[9.9966991e-01 3.3011087e-04]
0,[0.93014616 0.09848715],[0.9918623  0.00813764]
0,[0.8873445  0.15591386],[0.9770865  0.02291348]
0,[0.9958352  0.00618804],[9.9997401e-01 2.6040292e-05]
0,[0.9879078  0.01366699],[9.9983037e-01 1.6957478e-04]
0,[0.9920427  0.00551601],[9.9995553e-01 4.4488173e-05]
0,[0.9876473  0.02362539],[9.9969745e-01 3.0254447e-04]
0,[0.9947733  0.00560674],[9.9997032e-01 2.9623632e-05]
0,[0.96017736 0.05420033],[0.997629  0.0023711]
0,[0.9929155  0.00610008],[9.9995625e-01 4.3789460e-05]
0,[0.96864116 0.03973727],[0.9986621 0.0013379]
0,[0.9372915 0.0386014],[0.99732095 0.00267908]
0,[0.9755073  0.01592489],[9.9959391e-01 4.0614218e-04]
0,[0.89941174 0.08855047],[0.9892513  0.01074864]
0,[0.81340253 0.23639551],[0.9336907  0.06630924]
0,[0.9777876  0.01357626],[9.9968743e-01 3.1255919e-04]
0,[0.989606   0.01675813],[9.9982101e-01 1.7898086e-04]
0,[0.99099547 0.01066122],[9.999021e-01 9.790671e-05]
0,[0.9814177  0.02687511],[9.9947745e-01 5.2263739e-04]
0,[0.95021755 0.06152039],[0.9965773  0.00342262]
0,[0.95629454 0.04566416],[0.9978179  0.00218208]
0,[0.9978818 0.0024757],[9.9999475e-01 5.2681316e-06]
0,[0.9746051  0.02302001],[9.993864e-01 6.135815e-04]
0,[0.99446046 0.00926772],[9.999479e-01 5.210558e-05]
0,[0.99288625 0.00756828],[9.9994540e-01 5.4635526e-05]
0,[0.98577756 0.02429439],[9.9964082e-01 3.5911007e-04]
0,[0.9751627  0.01740352],[9.9954909e-01 4.5091307e-04]
0,[0.9603823  0.02584812],[0.9989066  0.00109338]
0,[0.9939599  0.00890534],[9.999454e-01 5.459886e-05]
0,[0.98012376 0.01750387],[9.996388e-01 3.611604e-04]
0,[0.9867643  0.01418644],[9.9980706e-01 1.9298634e-04]
0,[0.96356124 0.04135744],[0.9983712  0.00162882]
0,[0.988172   0.01523867],[9.9981481e-01 1.8518794e-04]
0,[0.97620267 0.01118189],[9.9972445e-01 2.7559241e-04]
0,[0.971082   0.02483975],[9.9924207e-01 7.5797417e-04]
0,[0.07277409 0.9086271 ],[0.00783085 0.9921692 ]
0,[0.9701985  0.03078488],[9.9902534e-01 9.7470020e-04]
0,[0.9717771  0.02627601],[9.9921691e-01 7.8310445e-04]
0,[0.9894749  0.00666678],[9.999286e-01 7.138606e-05]
0,[0.9933242 0.0095921],[9.9993491e-01 6.5084874e-05]
0,[0.99278873 0.00741229],[9.9994576e-01 5.4239066e-05]
0,[0.88538146 0.11155757],[0.98400474 0.01599526]
0,[0.9730725  0.04194197],[0.9987901  0.00120999]
0,[0.60894585 0.26345086],[0.81320816 0.1867918 ]
0,[0.8822105  0.14041016],[0.9786562  0.02134381]
0,[0.995673   0.00746061],[9.9996734e-01 3.2664804e-05]
0,[0.9806702  0.02330078],[9.9952996e-01 4.7001208e-04]
0,[0.9950866  0.00395259],[9.9998045e-01 1.9593672e-05]
0,[0.95501065 0.03302985],[0.9983935  0.00160656]
0,[0.96269894 0.05097464],[0.9979232  0.00207685]
0,[0.96601313 0.04586028],[0.9983119  0.00168818]
0,[0.9601888  0.03805024],[0.9983626  0.00163735]
0,[0.8725131  0.06073554],[0.9906403  0.00935976]
0,[0.99496424 0.00844071],[9.9995697e-01 4.3082524e-05]
0,[0.9722536  0.02228651],[9.993499e-01 6.500931e-04]
0,[0.8359737 0.2269149],[0.94554496 0.05445512]
0,[0.9905805 0.0070232],[9.9993277e-01 6.7252135e-05]
0,[0.98241836 0.02511509],[9.9953914e-01 4.6083360e-04]
0,[0.9855482  0.02222419],[9.9966681e-01 3.3318473e-04]
0,[0.98594624 0.00774541],[9.9988878e-01 1.1125316e-04]
0,[0.9900836  0.01443144],[9.9985337e-01 1.4663556e-04]
0,[0.9901162  0.01362385],[9.9986207e-01 1.3785981e-04]
0,[0.9753431  0.02914537],[9.9924171e-01 7.5834483e-04]
0,[0.9669467  0.02477537],[9.9913234e-01 8.6766173e-04]
0,[0.9737037  0.03369195],[9.9905926e-01 9.4074215e-04]
0,[0.99611664 0.00623041],[9.9997556e-01 2.4440593e-05]
0,[0.94607794 0.03138576],[0.9981566 0.0018434]
0,[0.987483   0.01107994],[9.99858e-01 1.41999e-04]
0,[0.9943673  0.00456693],[9.9997401e-01 2.5987498e-05]
0,[0.9811411  0.03236859],[9.9935740e-01 6.4257183e-04]
0,[0.69177896 0.22346924],[0.88635236 0.11364763]
0,[0.8926733  0.09838364],[0.9870504  0.01294959]
0,[0.9940101  0.00688826],[9.9995816e-01 4.1794672e-05]
0,[0.9951336  0.00548325],[9.9997306e-01 2.6961150e-05]
0,[0.9760509  0.01291138],[9.996792e-01 3.208444e-04]
0,[0.9895567  0.01162572],[9.998759e-01 1.241200e-04]
0,[0.9485556  0.05345479],[0.9969465  0.00305346]
0,[0.9812019  0.01721466],[9.9966455e-01 3.3546714e-04]
